timestamp,machine_erp_ref,cycle_time_s,dosing_time_s,injection_time_s,cooling_time_s,cushion_mm,switchover_position_mm,switchover_pressure_bar,peak_pressure_bar,clamp_force_kn,mold_temperature_c,barrel_temp_zone1_c,barrel_temp_zone2_c,barrel_temp_zone3_c,oil_temperature_c,energy_kwh,scrap_flag
2026-07-27 08:30:00.000000,1003,31.463,6.265,2.937,18.944,5.458,18.419,197.219,872.463,1475.894,55.245,213.933,219.552,217.344,52.579,0.964,0
2026-07-27 08:30:47.577595,1003,31.167,6.027,2.606,11.037,4.61,18.154,198.192,807.056,1472.862,56.38,214.851,233.609,220.266,52.372,0.818,0
2026-07-27 08:31:41.231181,1003,32.122,6.01,3.383,12.784,5.378,17.567,191.071,834.588,1321.335,60.381,215.927,224.843,220.102,51.477,0.87,0
2026-07-27 08:32:34.588904,1003,31.593,6.091,3.754,16.093,4.65,18.755,197.03,861.0,1118.016,51.888,215.141,218.16,219.695,52.627,1.028,0
2026-07-27 08:33:25.268506,1003,30.691,5.837,2.745,18.574,5.693,18.915,189.398,868.621,1405.954,50.683,214.254,230.622,220.043,52.386,1.139,0
2026-07-27 08:34:16.782649,1003,30.835,6.234,2.642,14.894,5.398,17.466,191.407,857.275,1449.053,58.601,216.308,225.434,219.729,50.949,0.941,0
2026-07-27 08:35:13.970327,1003,32.102,6.148,3.266,17.539,4.647,18.132,185.371,862.414,1406.678,55.203,215.492,227.214,218.651,52.372,1.008,0
2026-07-27 08:36:09.317995,1003,31.41,5.899,2.333,20.549,5.086,18.951,195.844,855.761,1395.878,55.137,214.162,227.992,219.231,51.675,1.255,0
2026-07-27 08:37:04.237205,1003,31.305,5.798,2.272,16.024,5.295,18.414,193.942,841.858,1384.573,53.805,215.111,231.365,219.068,52.332,1.024,0
2026-07-27 08:37:53.318892,1003,32.064,5.925,2.63,15.475,4.604,18.533,182.918,889.88,1333.002,55.804,212.543,228.4,220.756,52.183,0.783,0
2026-07-27 08:38:46.865375,1003,31.424,5.978,3.176,17.085,5.187,19.048,190.914,904.689,1296.949,58.336,215.392,221.234,218.721,52.714,1.06,0
2026-07-27 08:39:41.413384,1003,30.902,5.783,2.498,16.414,5.344,18.435,194.828,849.527,1364.931,47.407,218.434,222.092,219.337,52.67,1.022,0
2026-07-27 08:40:36.113417,1003,30.936,5.909,2.989,16.587,4.579,18.731,200.156,816.917,1341.136,57.569,216.39,221.083,220.032,51.458,0.95,0
2026-07-27 08:41:23.755449,1003,31.814,5.882,1.855,15.584,5.424,17.851,187.309,844.187,1419.186,60.388,214.874,225.028,218.171,51.645,0.873,0
