timestamp,machine_erp_ref,cycle_time_s,dosing_time_s,injection_time_s,cooling_time_s,cushion_mm,switchover_position_mm,switchover_pressure_bar,peak_pressure_bar,clamp_force_kn,mold_temperature_c,barrel_temp_zone1_c,barrel_temp_zone2_c,barrel_temp_zone3_c,oil_temperature_c,energy_kwh,scrap_flag
2026-07-27 14:00:00.000000,870,37.484,6.768,3.416,18.915,5.794,20.185,203.939,946.056,2266.081,64.429,211.582,237.851,224.878,50.267,1.542,0
2026-07-27 14:00:59.560051,870,38.906,6.878,2.991,19.795,5.478,21.04,213.222,919.764,2238.215,55.186,211.214,241.195,225.455,51.615,1.477,0
2026-07-27 14:01:59.152081,870,38.203,6.305,3.365,17.451,5.437,19.601,209.449,860.446,2299.739,54.921,210.272,233.56,225.875,50.769,1.457,0
2026-07-27 14:02:54.604231,870,37.835,7.232,3.41,18.148,5.622,18.929,203.747,914.728,2260.707,62.835,211.697,234.519,223.058,50.031,1.465,0
2026-07-27 14:03:54.692434,870,37.705,6.563,3.249,16.198,5.788,19.226,201.292,919.896,2256.224,56.406,210.459,235.679,225.007,49.431,1.252,0
2026-07-27 14:04:56.961467,870,38.834,6.876,3.745,20.897,5.342,19.92,213.352,912.079,2224.554,56.632,209.957,242.622,224.225,50.196,1.448,0
2026-07-27 14:05:59.458799,870,37.849,6.907,4.696,18.023,5.887,19.064,199.827,908.814,2231.722,59.362,209.926,239.283,226.693,50.928,1.475,0
2026-07-27 14:06:52.693291,870,38.676,6.486,3.809,18.35,5.715,19.048,205.961,907.175,2187.348,57.337,210.624,231.511,225.011,51.457,1.462,0
2026-07-27 14:07:56.492539,870,38.43,6.742,3.299,17.85,5.716,19.399,204.162,909.532,2157.108,67.535,210.37,229.191,224.852,49.301,1.292,0
2026-07-27 14:08:57.976447,870,37.847,7.012,2.932,17.921,5.38,20.068,214.408,898.228,2192.087,66.712,208.501,240.141,226.791,51.059,1.494,0
2026-07-27 14:09:52.894371,870,38.964,6.55,4.672,16.742,5.676,19.82,204.129,910.881,2152.409,66.542,212.499,235.821,223.633,49.832,1.379,0
2026-07-27 14:10:52.545081,870,38.0,7.089,3.709,18.043,6.02,20.319,219.257,934.816,2171.245,58.823,209.999,240.778,225.182,49.831,1.539,0
2026-07-27 14:11:50.158590,870,37.755,6.212,3.378,12.267,5.906,18.71,206.684,858.868,2267.91,66.983,210.626,241.108,224.445,49.914,1.325,0
2026-07-27 14:12:51.377844,870,38.787,6.794,3.784,21.439,5.717,19.224,197.309,910.934,2138.027,59.481,211.841,233.233,227.413,50.563,1.63,0
2026-07-27 14:13:44.454336,870,38.455,6.919,3.545,17.848,5.4,18.983,211.163,918.363,2195.304,62.962,208.668,234.795,223.966,49.888,1.43,0
2026-07-27 14:14:49.058121,870,37.77,6.688,3.787,17.083,5.496,18.985,213.995,920.839,2103.026,63.285,211.031,238.066,225.12,50.639,1.243,0
2026-07-27 14:15:47.536398,870,38.472,6.977,3.472,20.984,5.603,19.406,206.33,885.378,2184.073,57.405,209.047,231.839,224.944,50.358,1.456,0
2026-07-27 14:16:48.909107,870,38.617,6.665,2.94,22.826,5.509,19.747,210.224,929.811,2295.146,63.294,210.128,235.513,224.98,50.278,1.542,0
2026-07-27 14:17:46.125662,870,38.375,6.814,3.282,15.305,5.876,19.151,217.456,919.121,2205.503,58.987,211.557,234.309,226.668,50.184,1.269,0
2026-07-27 14:18:44.335348,870,37.715,6.988,2.744,21.583,5.079,19.884,208.99,902.267,2125.987,62.314,211.253,233.241,225.827,49.98,1.435,0
2026-07-27 14:19:42.433049,870,38.18,6.515,3.703,15.516,5.372,18.692,195.689,896.07,2190.926,56.986,209.405,237.799,225.136,49.65,1.185,0
2026-07-27 14:20:43.802733,870,37.424,6.902,3.678,18.793,5.656,20.046,199.282,930.391,2182.788,62.122,208.261,234.756,225.924,51.206,1.624,0
2026-07-27 14:21:48.081751,870,37.805,6.676,3.802,22.024,5.299,19.135,204.994,873.704,2168.207,62.709,207.363,231.862,225.127,49.709,1.457,0
2026-07-27 14:22:51.751854,870,37.827,6.942,3.914,16.118,5.292,20.185,203.588,929.326,2230.425,62.982,211.957,238.806,223.375,50.682,1.589,0
2026-07-27 14:23:55.203800,870,38.456,6.602,2.123,16.42,5.823,20.185,200.161,929.653,2173.925,68.46,207.43,239.687,225.393,51.166,1.513,1
2026-07-27 14:24:57.998105,870,38.52,7.014,3.254,21.582,5.46,18.817,212.479,867.859,2212.811,65.633,209.932,238.942,228.458,50.157,1.209,0
2026-07-27 14:25:57.966074,870,37.259,6.048,3.273,12.059,5.263,19.434,203.004,921.282,2147.576,57.252,209.004,232.827,225.993,50.269,1.324,0
2026-07-27 14:27:03.857250,870,38.247,6.568,3.135,21.925,5.429,19.278,217.709,886.371,2254.275,56.723,207.89,236.734,223.893,49.227,1.337,0
2026-07-27 14:28:02.239615,870,37.976,7.239,3.407,15.32,5.401,19.204,203.333,972.58,2319.758,64.595,209.056,235.648,222.871,49.044,1.384,0
2026-07-27 14:29:00.229282,870,38.21,6.92,2.841,19.295,6.095,19.816,209.212,882.847,2172.175,66.029,209.555,235.47,223.999,48.912,1.466,0
2026-07-27 14:30:03.304272,870,38.859,6.577,4.001,15.259,5.242,19.603,214.924,964.433,2198.482,51.285,210.962,237.207,223.975,50.15,1.335,0
2026-07-27 14:31:01.264782,870,37.782,6.557,2.481,18.277,5.781,19.16,209.81,912.028,2220.073,61.701,210.336,237.632,225.231,49.423,1.466,0
2026-07-27 14:31:58.053920,870,37.856,6.684,2.688,16.959,5.947,19.184,207.77,928.883,2206.045,52.521,209.062,241.354,226.954,49.597,1.519,0
2026-07-27 14:33:01.454415,870,38.398,6.763,2.816,17.334,5.551,20.147,211.123,929.194,2240.878,62.068,208.325,237.122,224.09,50.178,1.331,0
2026-07-27 14:34:06.130636,870,38.055,6.745,3.68,16.373,5.209,18.575,211.788,872.673,2263.014,63.86,211.383,236.638,224.578,50.297,1.369,0
2026-07-27 14:35:04.156852,870,37.171,7.061,3.023,19.189,5.988,19.255,207.686,903.227,2103.866,60.343,209.488,236.776,226.031,49.648,1.625,0
2026-07-27 14:36:03.091875,870,38.965,7.259,3.937,17.35,5.612,20.035,208.117,907.227,2226.278,59.932,209.155,241.827,224.798,50.288,1.529,0
2026-07-27 14:37:05.037164,870,38.156,6.766,2.777,19.919,5.652,19.068,211.53,871.793,2217.344,59.017,211.336,229.683,226.038,49.246,1.391,0
2026-07-27 14:38:04.308340,870,38.545,6.865,3.344,19.115,5.295,19.53,204.243,913.023,2308.708,62.537,209.339,239.451,224.602,49.028,1.581,0
2026-07-27 14:39:07.203352,870,37.777,6.724,3.543,18.344,5.601,19.514,200.157,920.954,2208.832,62.4,209.894,237.371,224.734,49.828,1.391,0
2026-07-27 14:40:06.719093,870,37.255,6.582,3.583,19.635,5.328,19.413,216.776,881.299,2142.787,64.056,210.831,235.335,225.056,51.145,1.491,0
2026-07-27 14:41:10.413324,870,37.965,6.953,2.837,18.686,4.935,19.425,205.11,960.827,2301.622,61.778,210.578,236.553,225.099,49.375,1.267,0
2026-07-27 14:42:18.715513,870,38.144,6.815,3.425,13.775,5.182,18.594,199.818,893.819,2290.113,55.387,209.004,240.843,223.244,50.768,1.53,0
2026-07-27 14:43:21.174212,870,38.669,7.071,2.336,19.382,5.057,19.178,208.093,877.752,2279.381,52.706,208.932,237.24,224.999,49.797,1.444,0
2026-07-27 14:44:17.512268,870,37.77,6.642,4.694,17.234,5.654,19.306,195.045,950.801,2299.196,56.497,210.56,237.437,225.599,50.496,1.462,0
2026-07-27 14:45:21.230292,870,38.566,6.792,3.914,16.094,5.403,20.582,208.626,886.447,2143.991,59.337,209.077,235.082,224.397,51.229,1.392,0
2026-07-27 14:46:18.991677,870,37.287,6.477,3.857,15.576,6.03,18.984,203.634,897.081,2139.483,66.221,210.295,238.67,225.621,48.997,1.64,0
2026-07-27 14:47:17.925543,870,37.822,6.798,3.252,16.442,5.772,17.848,193.353,947.061,2238.454,63.372,208.784,238.806,225.956,49.717,1.561,0
2026-07-27 14:48:13.215104,870,38.144,6.867,3.327,19.886,5.683,20.469,205.442,898.255,2196.845,67.524,210.851,227.189,225.365,50.265,1.364,0
2026-07-27 14:49:16.186372,870,37.414,6.658,3.711,13.661,6.115,19.778,199.418,951.485,2119.461,62.763,211.716,236.499,224.509,50.695,1.378,0
2026-07-27 14:50:15.284068,870,38.88,6.819,3.268,19.867,5.163,19.505,206.367,919.52,2193.226,64.793,210.57,245.323,223.545,50.009,1.48,0
2026-07-27 14:51:15.796305,870,37.893,6.864,3.675,15.178,6.244,19.299,203.166,900.296,2271.069,52.597,210.623,241.896,225.791,50.465,1.303,0
2026-07-27 14:52:17.679244,870,37.615,6.401,4.124,18.444,5.322,18.672,199.63,931.221,2041.73,54.165,208.399,239.709,225.982,50.101,1.44,0
2026-07-27 14:53:13.423808,870,37.454,6.515,2.86,22.908,5.978,20.385,207.955,899.253,2248.786,65.708,207.753,235.423,227.363,50.587,1.432,0
2026-07-27 14:54:11.077002,870,37.351,6.771,3.888,19.345,5.167,19.331,196.119,954.071,2082.459,60.763,209.344,240.067,223.175,50.184,1.473,0
2026-07-27 14:55:13.615944,870,38.415,6.679,2.936,17.188,5.669,19.044,199.905,918.83,2193.588,59.55,208.73,236.461,226.754,48.971,1.378,0
2026-07-27 14:56:16.215797,870,37.581,7.027,2.926,14.368,6.016,20.797,205.48,939.594,2190.904,52.632,210.133,228.514,226.465,50.484,1.489,0
2026-07-27 14:57:16.384796,870,38.21,6.892,3.378,19.134,5.773,19.479,204.743,875.926,2160.675,62.686,211.44,234.832,225.347,51.059,1.413,0
2026-07-27 14:58:17.255708,870,37.787,6.836,3.622,16.542,5.627,19.946,202.037,896.222,2205.279,59.311,207.015,229.361,226.414,50.054,1.489,1
2026-07-27 14:59:12.118382,870,38.525,6.941,2.557,16.732,6.186,20.725,199.742,877.208,2314.144,51.704,210.515,235.092,225.197,50.429,1.45,0
