timestamp,machine_erp_ref,cycle_time_s,dosing_time_s,injection_time_s,cooling_time_s,cushion_mm,switchover_position_mm,switchover_pressure_bar,peak_pressure_bar,clamp_force_kn,mold_temperature_c,barrel_temp_zone1_c,barrel_temp_zone2_c,barrel_temp_zone3_c,oil_temperature_c,energy_kwh,scrap_flag
2026-07-27 06:00:00.000000,152,21.352,4.083,1.923,13.372,4.844,16.95,215.571,734.769,550.254,49.027,198.093,211.608,203.786,47.21,0.362,0
2026-07-27 06:00:36.559143,152,20.68,4.037,1.91,7.156,5.025,16.529,215.768,797.558,626.736,42.469,197.083,219.711,204.943,47.662,0.406,0
2026-07-27 06:01:12.034081,152,21.575,4.151,1.791,10.39,4.432,17.045,214.499,791.959,598.259,52.137,198.009,212.976,203.384,48.359,0.407,0
2026-07-27 06:01:49.382789,152,21.67,4.073,2.129,11.391,4.729,16.79,212.641,764.619,582.003,42.335,197.711,210.961,204.142,48.756,0.409,0
2026-07-27 06:02:31.382272,152,20.224,4.183,2.07,11.961,5.007,16.47,212.477,694.142,592.475,47.958,199.671,210.739,204.707,47.567,0.42,0
2026-07-27 06:03:08.142408,152,20.549,4.138,1.523,10.047,4.816,16.186,211.665,750.901,631.103,43.985,197.946,209.082,204.494,49.344,0.338,0
2026-07-27 06:03:42.133674,152,21.264,4.228,1.505,7.824,5.167,16.257,212.446,735.074,621.937,47.002,196.341,210.378,205.872,48.105,0.49,0
2026-07-27 06:04:16.839968,152,21.042,4.054,2.127,9.898,4.406,15.765,212.852,750.583,596.162,44.887,198.598,210.801,204.115,48.252,0.388,0
2026-07-27 06:04:55.930673,152,21.192,4.136,1.755,10.002,4.377,16.366,201.573,719.174,565.827,41.945,200.143,204.302,202.036,47.248,0.418,0
2026-07-27 06:05:32.200551,152,20.773,3.954,2.091,9.954,4.992,16.573,205.259,771.931,567.944,37.169,199.436,210.571,202.977,48.669,0.361,0
2026-07-27 06:06:05.542087,152,21.64,3.91,2.234,13.44,5.016,17.358,203.826,778.565,622.591,52.021,196.676,210.293,204.979,47.733,0.419,1
2026-07-27 06:06:40.338430,152,21.589,4.256,1.619,9.073,4.752,16.764,216.643,783.931,561.668,45.204,197.678,215.087,204.296,47.552,0.525,0
2026-07-27 06:07:18.719004,152,21.233,4.032,1.577,12.102,4.9,16.068,219.925,738.917,596.455,36.758,197.963,209.618,203.516,47.81,0.341,0
2026-07-27 06:07:58.496231,152,21.764,4.121,2.502,11.817,4.986,15.78,196.986,719.277,680.432,45.847,197.978,207.78,207.35,48.83,0.333,0
2026-07-27 06:08:35.479999,152,21.434,4.019,2.105,13.421,4.597,16.397,219.389,760.199,613.787,46.931,198.457,210.779,205.995,48.279,0.348,0
2026-07-27 06:09:14.959671,152,20.77,3.912,1.874,11.234,4.623,16.906,210.52,800.926,622.267,42.998,197.587,210.216,204.93,47.467,0.38,0
2026-07-27 06:09:55.045711,152,21.384,4.002,1.72,13.082,4.847,16.39,216.076,752.012,568.169,43.017,196.901,209.621,205.28,47.682,0.369,0
2026-07-27 06:10:31.258851,152,20.721,4.215,1.847,11.156,5.026,16.771,213.039,763.117,563.181,44.944,199.142,206.291,204.682,48.846,0.338,0
2026-07-27 06:11:08.982471,152,21.639,4.083,1.643,12.369,4.509,16.409,218.642,743.187,623.875,48.367,196.652,209.548,203.495,47.858,0.397,0
2026-07-27 06:11:45.613372,152,21.175,3.743,2.265,8.494,4.751,16.859,211.258,735.399,591.529,45.28,197.037,208.32,206.237,48.336,0.494,0
2026-07-27 06:12:24.842019,152,21.108,3.968,1.767,6.223,4.739,15.701,201.819,769.09,635.209,49.097,196.644,209.372,206.022,48.483,0.391,0
