timestamp,machine_erp_ref,production_order_id,cycle_counter,cycle_time_s,dosing_time_s,injection_time_s,cooling_time_s,cushion_mm,switchover_position_mm,switchover_pressure_bar,peak_pressure_bar,clamp_force_kn,mold_temperature_c,barrel_temp_zone1_c,barrel_temp_zone2_c,barrel_temp_zone3_c,oil_temperature_c,energy_kwh,good_part,scrap_flag,quality_flag
2025-02-10 06:40:00.000000,152,OF-2025-0001,1,21.7,4.2,1.8,9.4,3.1,13.5,136.0,769.0,587.0,46.6,194.9,206.0,195.5,48.4,0.419,True,0,good
2025-02-10 06:40:21.347627,152,OF-2025-0001,2,20.7,4.2,1.9,9.0,3.5,11.2,133.0,784.0,645.0,50.6,191.2,210.0,196.1,47.9,0.455,True,0,good
2025-02-10 06:40:42.230140,152,OF-2025-0001,3,20.9,5.2,2.0,9.9,4.3,12.9,99.0,780.0,570.0,41.8,195.8,205.9,203.9,49.7,0.363,False,1,flash
2025-02-10 06:41:04.032199,152,OF-2025-0001,4,21.7,4.2,1.8,12.6,4.2,9.6,143.0,709.0,651.0,49.2,191.2,213.1,204.2,50.1,0.362,True,0,good
2025-02-10 06:41:26.227282,152,OF-2025-0001,5,22.2,4.1,1.5,12.2,4.1,11.3,124.0,701.0,592.0,47.8,196.3,211.3,199.5,51.2,0.444,True,0,good
2025-02-10 06:41:48.801046,152,OF-2025-0001,6,21.7,4.3,2.5,14.0,3.2,11.3,139.0,737.0,639.0,49.5,198.7,205.2,203.9,51.0,0.326,True,0,good
2025-02-10 06:42:11.182108,152,OF-2025-0001,7,22.8,5.1,1.8,9.8,4.2,10.8,118.0,712.0,591.0,46.2,200.4,207.7,204.6,48.2,0.435,True,0,good
2025-02-10 06:42:34.249243,152,OF-2025-0001,8,22.6,4.2,2.2,8.3,4.0,12.9,100.0,763.0,642.0,47.1,194.5,209.0,199.5,51.3,0.384,True,0,good
2025-02-10 06:42:56.800668,152,OF-2025-0001,9,22.0,4.3,1.8,11.0,3.7,13.8,132.0,754.0,604.0,48.3,196.8,205.6,196.5,45.6,0.374,True,0,good
2025-02-10 06:43:19.345199,152,OF-2025-0001,10,21.8,4.5,1.7,13.3,3.6,10.9,101.0,730.0,621.0,47.3,199.4,213.3,199.5,50.2,0.436,True,0,good
2025-02-10 06:43:41.357211,152,OF-2025-0001,11,22.0,4.8,2.1,9.9,3.1,11.4,123.0,774.0,630.0,45.6,194.3,214.6,200.5,49.8,0.395,True,0,good
2025-02-10 06:44:03.987424,152,OF-2025-0001,12,22.0,5.1,2.2,11.7,3.3,11.9,128.0,745.0,572.0,46.7,195.7,205.1,199.4,45.2,0.375,True,0,good
2025-02-10 06:44:26.629269,152,OF-2025-0001,13,21.4,5.1,1.8,11.8,4.4,13.4,126.0,700.0,555.0,46.9,195.8,213.4,196.0,45.5,0.473,True,0,good
