timestamp,machine_erp_ref,production_order_id,cycle_counter,cycle_time_s,dosing_time_s,injection_time_s,cooling_time_s,cushion_mm,switchover_position_mm,switchover_pressure_bar,peak_pressure_bar,clamp_force_kn,mold_temperature_c,barrel_temp_zone1_c,barrel_temp_zone2_c,barrel_temp_zone3_c,oil_temperature_c,energy_kwh,good_part,scrap_flag,quality_flag
2025-02-10 06:34:00.000000,606,OF-2025-0007,1,41.7,6.3,5.9,19.7,5.3,21.4,224.0,930.0,3454.0,65.9,220.4,246.7,227.7,56.6,2.129,True,0,good
2025-02-10 06:34:42.032172,606,OF-2025-0007,2,42.5,6.5,5.2,21.2,7.1,22.6,189.0,970.0,3281.0,72.4,217.1,248.9,230.6,57.8,2.319,True,0,good
2025-02-10 06:35:25.369469,606,OF-2025-0007,3,42.8,6.6,3.8,24.5,5.0,18.7,246.0,933.0,2597.0,69.8,218.3,248.8,237.9,56.2,2.254,True,0,good
2025-02-10 06:36:08.440488,606,OF-2025-0007,4,41.6,9.5,4.9,23.7,7.9,19.8,248.0,945.0,3426.0,70.8,219.3,242.3,235.8,51.6,1.709,True,0,good
2025-02-10 06:36:50.274324,606,OF-2025-0007,5,42.9,9.5,5.7,24.4,7.4,19.5,210.0,976.0,3412.0,62.2,214.2,240.2,233.6,56.8,1.813,True,0,good
2025-02-10 06:37:33.549714,606,OF-2025-0007,6,41.4,9.4,5.1,20.0,6.1,24.2,204.0,965.0,3170.0,66.4,214.5,243.5,226.4,55.2,2.323,True,0,good
2025-02-10 06:38:14.707524,606,OF-2025-0007,7,42.4,7.8,5.2,24.0,6.2,22.5,196.0,1012.0,2578.0,62.3,217.2,245.3,231.4,50.3,2.25,True,0,good
2025-02-10 06:38:57.162904,606,OF-2025-0007,8,42.2,7.3,3.4,24.8,6.7,21.3,179.0,912.0,3077.0,69.0,214.7,249.4,225.5,54.1,1.554,True,0,good
2025-02-10 06:39:39.947445,606,OF-2025-0007,9,41.9,9.2,5.8,22.5,7.3,20.4,239.0,944.0,2780.0,59.9,211.6,245.3,227.7,57.0,2.161,True,0,good
2025-02-10 06:40:22.112830,606,OF-2025-0007,10,42.5,8.4,4.4,21.8,6.2,22.5,212.0,1012.0,3285.0,64.3,222.8,242.1,230.3,51.8,1.994,True,0,good
2025-02-10 06:41:04.360719,606,OF-2025-0007,11,41.2,7.8,3.4,23.6,7.0,23.0,197.0,997.0,2782.0,63.1,224.0,247.7,226.6,51.7,2.168,True,0,good
2025-02-10 06:41:45.432074,606,OF-2025-0007,12,41.8,6.7,5.0,20.2,7.3,23.3,179.0,982.0,3410.0,60.2,225.7,247.4,227.3,55.9,2.062,True,0,good
2025-02-10 06:42:27.723131,606,OF-2025-0007,13,42.1,7.8,4.1,26.4,6.7,24.2,230.0,1005.0,3419.0,58.3,221.0,245.6,235.8,50.1,2.165,True,0,good
2025-02-10 06:43:09.441345,606,OF-2025-0007,14,41.2,7.7,5.9,25.7,7.9,19.5,191.0,897.0,2610.0,72.2,218.9,247.3,237.7,55.3,1.793,True,0,good
2025-02-10 06:43:50.731183,606,OF-2025-0007,15,41.9,6.5,3.0,18.2,5.2,20.7,221.0,921.0,2973.0,55.5,212.7,240.5,230.0,55.1,1.885,True,0,good
2025-02-10 06:44:33.456984,606,OF-2025-0007,16,42.6,6.0,5.4,25.6,6.9,21.1,217.0,916.0,2876.0,57.4,214.7,236.9,236.1,51.2,2.029,True,0,good
2025-02-10 06:45:17.009471,606,OF-2025-0007,17,42.8,9.3,4.5,26.6,7.6,21.6,215.0,965.0,3143.0,68.6,221.2,243.9,237.5,56.4,1.765,True,0,good
2025-02-10 06:45:59.858490,606,OF-2025-0007,18,42.8,7.8,3.4,19.2,5.4,19.5,185.0,934.0,2540.0,55.8,222.7,236.3,226.0,50.6,1.589,True,0,good
2025-02-10 06:46:42.977758,606,OF-2025-0007,19,41.7,8.7,3.5,24.9,5.4,21.8,192.0,972.0,2580.0,74.0,219.1,239.6,232.5,55.3,2.032,True,0,good
2025-02-10 06:47:24.565242,606,OF-2025-0007,20,41.3,8.2,5.0,19.8,7.9,25.0,243.0,912.0,2641.0,64.6,217.5,236.7,224.4,51.3,2.25,True,0,good
2025-02-10 06:48:06.350547,606,OF-2025-0007,21,42.6,6.3,5.5,27.0,5.4,20.8,253.0,952.0,2785.0,62.8,223.3,240.9,227.6,57.1,1.715,True,0,good
2025-02-10 06:48:48.996242,606,OF-2025-0007,22,42.8,8.2,3.2,22.8,6.5,22.4,194.0,1028.0,3176.0,63.3,225.5,234.6,226.6,56.8,1.776,True,0,good
2025-02-10 06:49:32.771631,606,OF-2025-0007,23,42.3,6.2,4.1,19.6,6.8,24.4,243.0,1004.0,2743.0,61.2,215.7,236.4,226.8,54.5,1.734,True,0,good
2025-02-10 06:50:14.867435,606,OF-2025-0007,24,42.5,6.2,5.5,26.4,6.2,18.1,198.0,998.0,3043.0,72.6,213.9,237.6,236.1,55.5,1.897,True,0,good
2025-02-10 06:50:57.793931,606,OF-2025-0007,25,41.1,5.9,3.8,24.0,5.7,24.8,208.0,1016.0,2599.0,72.1,212.2,239.4,230.6,57.0,1.591,True,0,good
2025-02-10 06:51:38.465717,606,OF-2025-0007,26,41.8,7.0,4.6,19.7,6.0,22.5,207.0,937.0,2485.0,60.8,217.9,245.3,228.8,52.4,2.13,True,0,good
2025-02-10 06:52:21.067494,606,OF-2025-0007,27,41.9,9.6,4.4,25.1,5.9,23.3,230.0,958.0,3311.0,60.7,221.3,238.6,228.3,53.9,1.999,True,0,good
2025-02-10 06:53:03.585727,606,OF-2025-0007,28,42.2,7.9,5.3,19.0,5.3,23.2,229.0,896.0,3323.0,71.5,213.7,238.0,232.1,50.4,1.509,True,0,good
2025-02-10 06:53:45.673685,606,OF-2025-0007,29,42.2,7.0,3.1,22.5,6.6,24.6,209.0,1013.0,3011.0,59.4,220.3,244.8,229.0,52.2,1.766,True,0,good
2025-02-10 06:54:28.120990,606,OF-2025-0007,30,41.6,8.6,3.9,25.8,6.8,24.3,244.0,1019.0,3144.0,62.2,219.1,245.3,229.0,54.4,2.067,True,0,good
2025-02-10 06:55:10.128713,606,OF-2025-0007,31,42.1,6.8,4.6,23.0,6.7,20.3,193.0,1037.0,3422.0,68.2,220.7,238.0,230.3,56.0,2.402,True,0,good
2025-02-10 06:55:52.621868,606,OF-2025-0007,32,40.7,9.7,4.4,24.2,5.5,22.4,218.0,993.0,2607.0,68.2,220.2,244.2,228.1,57.6,2.004,True,0,good
2025-02-10 06:56:33.191404,606,OF-2025-0007,33,42.3,9.1,3.1,19.0,5.7,23.7,219.0,984.0,3401.0,58.2,214.5,240.2,235.1,51.8,2.274,True,0,good
2025-02-10 06:57:15.066816,606,OF-2025-0007,34,43.0,5.7,3.7,24.6,5.5,18.8,235.0,928.0,3407.0,57.5,213.6,234.6,228.2,51.1,1.803,False,1,short_shot
2025-02-10 06:57:58.613002,606,OF-2025-0007,35,41.9,8.5,3.6,20.8,6.0,23.2,190.0,991.0,2985.0,58.0,221.8,243.7,238.0,52.0,2.116,True,0,good
2025-02-10 06:58:40.576027,606,OF-2025-0007,36,42.5,9.2,4.8,22.7,7.0,21.3,205.0,922.0,3016.0,70.9,217.4,243.9,238.0,55.9,2.024,True,0,good
2025-02-10 06:59:23.048343,606,OF-2025-0007,37,42.0,7.5,4.2,19.1,6.3,19.9,243.0,1025.0,2992.0,55.6,213.0,237.5,228.2,56.4,1.722,True,0,good
2025-02-10 07:00:05.278770,606,OF-2025-0007,38,41.8,8.4,4.7,24.2,7.6,20.6,206.0,973.0,2755.0,68.7,222.9,249.5,234.2,50.6,1.753,True,0,good
2025-02-10 07:00:46.803905,606,OF-2025-0007,39,41.9,7.5,4.4,26.6,5.6,19.6,197.0,930.0,2627.0,69.0,217.6,242.7,239.5,58.3,2.497,True,0,good
2025-02-10 07:01:29.659776,606,OF-2025-0007,40,42.9,6.0,5.0,26.2,6.5,21.9,253.0,974.0,3146.0,73.2,218.4,246.6,238.3,57.3,1.696,True,0,good
2025-02-10 07:02:12.083132,606,OF-2025-0007,41,41.9,7.2,4.8,18.6,6.6,20.1,230.0,957.0,2612.0,61.0,219.5,236.5,227.6,50.8,2.399,True,0,good
2025-02-10 07:02:54.464730,606,OF-2025-0007,42,41.5,6.9,3.4,20.0,7.5,24.0,195.0,917.0,3037.0,74.6,223.8,250.2,230.9,53.4,1.86,True,0,good
2025-02-10 07:03:36.575864,606,OF-2025-0007,43,41.3,8.4,4.9,19.2,7.9,22.6,194.0,995.0,3059.0,59.1,215.4,239.8,236.1,51.4,1.553,True,0,good
2025-02-10 07:04:18.633772,606,OF-2025-0007,44,41.9,6.8,5.1,22.2,7.9,21.6,226.0,967.0,3353.0,58.2,217.1,236.3,227.0,51.1,2.142,True,0,good
2025-02-10 07:05:00.723743,606,OF-2025-0007,45,41.3,7.8,3.9,22.1,5.9,22.6,214.0,1046.0,3497.0,55.7,212.0,237.8,233.9,54.5,1.66,True,0,good
2025-02-10 07:05:42.333909,606,OF-2025-0007,46,41.1,9.1,4.9,22.0,5.8,19.3,210.0,908.0,3212.0,67.8,218.3,244.0,235.7,51.8,1.866,True,0,good
2025-02-10 07:06:24.171597,606,OF-2025-0007,47,41.8,6.6,3.7,18.2,5.2,24.9,242.0,939.0,2786.0,69.2,218.7,236.6,237.5,52.1,2.445,True,0,good
2025-02-10 07:07:05.808529,606,OF-2025-0007,48,42.1,8.9,3.8,27.1,7.2,20.6,244.0,993.0,3328.0,61.8,209.5,244.8,238.7,52.3,1.678,True,0,good
2025-02-10 07:07:48.835459,606,OF-2025-0007,49,40.7,6.9,4.8,24.4,7.0,21.2,203.0,1013.0,3319.0,57.2,219.0,242.7,229.6,53.7,2.264,True,0,good
2025-02-10 07:08:30.460108,606,OF-2025-0007,50,41.3,9.5,3.7,27.4,7.2,21.1,224.0,1005.0,2880.0,68.6,223.8,240.8,229.0,54.2,2.474,True,0,good
2025-02-10 07:09:11.596708,606,OF-2025-0007,51,41.7,9.2,3.7,25.6,5.3,22.8,230.0,983.0,2508.0,68.8,219.6,243.9,231.4,53.2,2.061,True,0,good
2025-02-10 07:09:53.066854,606,OF-2025-0007,52,42.3,6.2,5.3,22.3,5.5,21.5,186.0,959.0,2974.0,70.8,214.6,248.0,228.8,57.1,2.147,True,0,good
2025-02-10 07:10:35.550806,606,OF-2025-0007,53,42.4,7.2,4.9,25.5,6.4,23.1,205.0,935.0,2712.0,61.9,210.4,236.0,233.9,52.0,2.346,True,0,good
2025-02-10 07:11:18.311767,606,OF-2025-0007,54,42.2,7.3,4.6,25.3,5.8,23.4,234.0,962.0,2661.0,71.6,210.2,248.4,237.4,57.0,1.569,True,0,good
2025-02-10 07:12:00.115572,606,OF-2025-0007,55,42.3,9.2,4.7,28.0,7.2,19.4,250.0,984.0,3065.0,70.4,214.9,246.2,229.9,57.3,1.859,True,0,good
2025-02-10 07:12:43.315434,606,OF-2025-0007,56,42.3,6.8,4.2,19.6,6.5,24.7,209.0,947.0,2717.0,68.4,222.4,250.0,227.8,53.4,1.722,True,0,good
2025-02-10 07:13:25.986791,606,OF-2025-0007,57,42.3,8.0,3.6,24.7,5.3,22.6,234.0,954.0,2603.0,57.1,213.4,247.1,228.9,54.5,2.411,True,0,good
2025-02-10 07:14:08.492007,606,OF-2025-0007,58,41.7,6.2,6.0,23.9,6.6,23.6,237.0,962.0,2757.0,68.8,222.2,238.9,234.0,53.2,2.15,True,0,good
2025-02-10 07:14:51.042893,606,OF-2025-0007,59,41.7,9.4,5.6,26.6,5.6,23.1,193.0,944.0,2578.0,55.3,218.5,245.9,238.9,55.0,2.193,True,0,good
2025-02-10 07:15:33.367732,606,OF-2025-0007,60,42.0,8.0,5.0,27.0,7.6,22.3,237.0,922.0,3157.0,70.9,221.6,238.7,236.7,52.6,1.498,True,0,good
2025-02-10 07:16:16.148505,606,OF-2025-0007,61,42.2,9.3,5.4,24.6,5.6,21.4,218.0,960.0,2783.0,62.7,213.6,237.9,239.8,52.8,1.846,True,0,good
2025-02-10 07:16:59.320306,606,OF-2025-0007,62,42.1,7.3,4.8,26.8,5.8,22.4,194.0,930.0,3368.0,65.5,214.8,248.3,237.6,51.5,1.572,True,0,good
2025-02-10 07:17:41.206006,606,OF-2025-0007,63,41.8,8.9,3.0,18.8,5.0,23.8,229.0,913.0,3110.0,73.0,217.0,236.1,230.6,52.7,1.939,True,0,good
2025-02-10 07:18:23.682390,606,OF-2025-0007,64,42.7,8.1,3.2,27.3,5.6,24.2,184.0,899.0,2874.0,66.7,218.7,242.4,233.4,51.3,2.393,True,0,good
2025-02-10 07:19:06.914712,606,OF-2025-0007,65,42.6,9.5,5.1,24.4,5.8,21.8,240.0,1045.0,2929.0,74.2,216.5,241.9,231.4,54.6,1.584,True,0,good
2025-02-10 07:19:50.103354,606,OF-2025-0007,66,41.6,9.9,4.5,27.7,5.5,22.6,194.0,990.0,3365.0,59.9,224.8,248.6,230.3,54.5,2.239,True,0,good
2025-02-10 07:20:32.212743,606,OF-2025-0007,67,42.4,6.0,4.3,23.8,5.2,23.4,212.0,994.0,2921.0,66.6,217.2,241.3,236.9,50.0,1.56,True,0,good
2025-02-10 07:21:15.600559,606,OF-2025-0007,68,42.4,8.0,5.0,26.3,7.2,24.5,185.0,1038.0,2910.0,65.4,212.9,243.5,235.7,55.3,1.635,True,0,good
2025-02-10 07:21:57.650911,606,OF-2025-0007,69,42.1,7.2,5.7,27.0,7.9,24.5,195.0,998.0,2819.0,65.2,224.8,248.8,234.3,53.9,1.649,True,0,good
2025-02-10 07:22:40.034061,606,OF-2025-0007,70,42.1,6.9,5.5,19.7,7.3,23.0,237.0,930.0,3298.0,60.6,209.6,248.3,233.3,51.8,2.175,True,0,good
2025-02-10 07:23:22.538862,606,OF-2025-0007,71,42.3,7.8,3.6,20.1,6.3,23.3,226.0,1028.0,2600.0,58.1,211.8,238.2,228.4,52.3,1.929,True,0,good
2025-02-10 07:24:04.382513,606,OF-2025-0007,72,41.8,7.8,5.9,26.2,7.7,24.9,225.0,976.0,3347.0,57.0,212.5,242.8,230.2,57.7,2.329,True,0,good
2025-02-10 07:24:47.101481,606,OF-2025-0007,73,42.9,7.0,5.6,26.5,7.2,22.2,244.0,1014.0,3174.0,64.3,223.0,241.9,237.9,50.2,1.516,True,0,good
2025-02-10 07:25:29.507353,606,OF-2025-0007,74,41.8,6.9,4.2,24.5,6.9,19.4,206.0,1008.0,3215.0,67.9,215.9,247.6,239.4,57.3,1.746,True,0,good
2025-02-10 07:26:11.811992,606,OF-2025-0007,75,41.3,8.8,4.9,22.9,6.1,18.7,200.0,926.0,3465.0,62.9,221.7,242.3,234.5,52.4,1.488,True,0,good
2025-02-10 07:26:52.858755,606,OF-2025-0007,76,42.6,8.8,3.5,25.2,6.5,21.1,198.0,1028.0,3058.0,74.0,217.3,246.9,236.4,53.7,2.332,True,0,good
2025-02-10 07:27:35.119597,606,OF-2025-0007,77,40.7,7.0,4.2,18.6,6.1,24.3,214.0,1024.0,3427.0,60.9,218.9,246.2,225.7,51.5,2.47,True,0,good
2025-02-10 07:28:16.021678,606,OF-2025-0007,78,42.4,6.3,6.0,26.4,7.9,21.2,194.0,911.0,3073.0,69.5,212.1,242.0,237.4,50.4,1.901,True,0,good
2025-02-10 07:28:58.313380,606,OF-2025-0007,79,42.6,7.3,3.1,26.8,7.4,22.0,186.0,942.0,2618.0,59.3,220.3,240.5,230.7,55.4,1.687,True,0,good
2025-02-10 07:29:40.610965,606,OF-2025-0007,80,42.5,6.5,5.8,18.5,6.1,20.9,197.0,1044.0,2601.0,73.0,217.5,245.0,232.2,57.0,2.049,True,0,good
2025-02-10 07:30:23.220311,606,OF-2025-0007,81,42.3,6.0,3.5,19.3,7.6,24.1,197.0,931.0,3466.0,57.6,223.6,249.5,229.4,50.4,1.828,True,0,good
2025-02-10 07:31:05.349918,606,OF-2025-0007,82,41.8,9.5,3.2,19.2,7.5,21.2,244.0,945.0,3383.0,59.3,214.6,237.9,239.0,56.1,2.422,True,0,good
2025-02-10 07:31:47.900578,606,OF-2025-0007,83,42.0,9.8,4.1,23.0,6.2,21.1,226.0,1013.0,3050.0,70.0,211.6,237.7,229.2,57.1,2.009,True,0,good
2025-02-10 07:32:29.891043,606,OF-2025-0007,84,40.8,8.0,3.3,24.2,7.0,24.2,244.0,917.0,2662.0,63.1,212.5,242.0,235.2,58.3,1.918,True,0,good
2025-02-10 07:33:10.300240,606,OF-2025-0007,85,42.5,6.2,4.2,23.9,7.9,23.7,202.0,1018.0,3393.0,67.9,213.2,240.6,238.9,55.0,2.12,True,0,good
2025-02-10 07:33:52.909577,606,OF-2025-0007,86,42.0,8.6,3.2,27.7,5.7,21.6,200.0,945.0,2592.0,64.2,218.3,246.4,226.3,51.4,2.376,True,0,good
2025-02-10 07:34:34.432558,606,OF-2025-0007,87,41.9,7.5,3.8,25.8,6.4,22.0,207.0,962.0,2829.0,64.3,220.3,239.8,238.8,52.2,1.854,True,0,good
2025-02-10 07:35:15.885925,606,OF-2025-0007,88,41.6,6.2,3.7,23.7,7.0,24.4,196.0,913.0,2879.0,66.0,215.4,240.9,235.2,53.6,2.243,True,0,good
2025-02-10 07:35:57.087195,606,OF-2025-0007,89,42.0,9.6,6.0,27.0,5.3,25.2,209.0,1009.0,3417.0,58.0,217.2,242.0,227.0,53.9,2.153,True,0,good
2025-02-10 07:36:39.124046,606,OF-2025-0007,90,41.7,7.0,3.2,25.5,5.9,23.5,196.0,897.0,3331.0,61.9,214.0,237.4,239.8,56.3,2.435,True,0,good
2025-02-10 07:37:20.447774,606,OF-2025-0007,91,42.4,8.3,5.3,26.3,6.3,18.7,216.0,978.0,3009.0,72.7,214.5,241.2,238.0,57.8,1.617,True,0,good
2025-02-10 07:38:03.035638,606,OF-2025-0007,92,42.3,7.7,3.9,23.5,5.3,18.1,202.0,949.0,2957.0,69.2,214.8,248.1,238.4,52.7,1.725,False,1,short_shot
2025-02-10 07:38:45.160107,606,OF-2025-0007,93,41.1,7.6,3.9,22.4,5.5,19.9,217.0,943.0,3326.0,65.5,211.0,237.1,236.8,52.0,2.004,True,0,good
2025-02-10 07:39:26.909692,606,OF-2025-0007,94,42.4,7.9,3.1,22.0,5.4,19.5,229.0,972.0,3411.0,63.2,224.0,243.2,231.8,53.5,1.941,True,0,good
2025-02-10 07:40:09.377421,606,OF-2025-0007,95,42.5,6.6,4.5,22.2,6.7,21.7,240.0,924.0,2697.0,66.1,223.5,247.8,230.3,53.9,2.274,False,1,sink_mark
2025-02-10 07:40:51.764219,606,OF-2025-0007,96,42.1,6.3,4.8,24.0,7.1,22.2,210.0,1008.0,3390.0,74.6,217.5,248.9,238.0,55.9,2.174,True,0,good
2025-02-10 07:41:34.028462,606,OF-2025-0007,97,42.6,8.6,5.4,22.2,5.0,21.3,228.0,1030.0,2630.0,57.8,211.0,236.8,225.3,54.0,2.083,True,0,good
2025-02-10 07:42:17.447300,606,OF-2025-0007,98,42.5,8.2,5.3,26.5,7.2,20.5,217.0,961.0,2870.0,63.7,223.7,248.1,228.6,50.9,1.756,True,0,good
2025-02-10 07:43:00.455323,606,OF-2025-0007,99,42.3,9.0,4.5,27.5,5.6,18.9,210.0,960.0,3243.0,68.9,221.7,249.4,229.1,50.8,2.412,True,0,good
2025-02-10 07:43:42.986413,606,OF-2025-0007,100,42.4,6.9,3.8,25.0,5.1,22.5,188.0,973.0,2517.0,67.8,211.6,236.8,231.9,50.1,1.629,True,0,good
2025-02-10 07:44:25.491098,606,OF-2025-0007,101,42.3,7.2,3.2,21.6,6.6,21.4,205.0,996.0,2930.0,74.8,212.7,243.9,233.7,51.2,2.129,True,0,good
2025-02-10 07:45:07.816163,606,OF-2025-0007,102,42.3,9.1,4.1,19.7,6.5,21.1,192.0,946.0,2927.0,61.6,211.2,244.8,230.1,52.8,1.568,True,0,good
2025-02-10 07:45:50.194203,606,OF-2025-0007,103,42.2,7.5,5.7,21.3,6.9,23.4,184.0,1001.0,3177.0,60.8,220.3,245.7,228.4,54.9,1.733,True,0,good
2025-02-10 07:46:32.830662,606,OF-2025-0007,104,42.1,9.0,4.0,25.7,6.3,19.8,221.0,960.0,3018.0,64.9,225.0,245.2,235.5,54.1,2.032,True,0,good
2025-02-10 07:47:15.505515,606,OF-2025-0007,105,41.6,7.1,5.7,19.7,5.2,19.6,180.0,996.0,2923.0,63.4,218.4,242.4,232.3,50.4,1.779,True,0,good
2025-02-10 07:47:56.765491,606,OF-2025-0007,106,41.5,8.8,5.8,27.7,7.8,18.3,233.0,1026.0,2964.0,59.3,222.8,240.7,234.4,50.7,2.342,True,0,good
2025-02-10 07:48:39.076404,606,OF-2025-0007,107,42.4,8.2,5.2,20.8,5.7,22.2,184.0,964.0,3247.0,65.6,216.7,238.7,238.0,56.6,1.495,True,0,good
2025-02-10 07:49:22.436693,606,OF-2025-0007,108,41.6,8.4,5.2,19.3,7.9,19.9,218.0,932.0,2796.0,73.0,214.9,244.0,230.3,56.5,2.454,True,0,good
2025-02-10 07:50:04.171734,606,OF-2025-0007,109,42.6,6.2,4.1,18.4,6.5,20.4,180.0,1044.0,2878.0,59.5,222.0,235.7,230.6,50.2,2.209,True,0,good
2025-02-10 07:50:47.415010,606,OF-2025-0007,110,41.6,7.4,4.9,20.9,7.1,21.4,208.0,1023.0,2539.0,62.8,214.6,245.3,231.6,50.4,1.836,True,0,good
2025-02-10 07:51:28.911648,606,OF-2025-0007,111,42.7,6.8,5.9,21.8,5.9,21.3,198.0,939.0,3141.0,64.5,215.7,243.4,229.9,55.4,2.277,True,0,good
2025-02-10 07:52:12.375300,606,OF-2025-0007,112,41.1,10.1,4.5,21.3,6.9,23.6,218.0,932.0,2506.0,58.7,223.0,245.1,232.0,51.0,2.128,True,0,good
2025-02-10 07:52:53.791705,606,OF-2025-0007,113,40.9,6.8,3.2,26.6,5.3,24.2,212.0,999.0,2815.0,69.6,218.7,236.4,231.9,53.7,1.547,True,0,good
2025-02-10 07:53:34.199763,606,OF-2025-0007,114,41.0,8.9,3.5,24.1,6.4,22.7,246.0,971.0,3296.0,64.7,222.3,241.2,234.2,54.6,2.378,True,0,good
